lipids	converted_lipid_name
HexCer 42:2;O3|HexCer 18:1;O2/24:1;O	HexCer 42:2(O3)|HexCer 18:1(O2/24:1;O)
HexCer 42:2;O3|HexCer 18:2;O2/24:0;O	HexCer 42:2(O3)|HexCer 18:2(O2/24:0;O)
HexCer 42:3;O2|HexCer 18:2;O2/24:1	HexCer 42:3(O2)|HexCer 18:2(O2/24:1)
HexCer 42:3;O3|HexCer 18:1;O2/24:2;O	HexCer 42:3(O3)|HexCer 18:1(O2/24:2;O)
HexCer 43:1;O2|HexCer 18:1;O2/25:0	HexCer 43:1(O2)|HexCer 18:1(O2/25:0)
HexCer 43:1;O3|HexCer 18:1;O2/25:0;O	HexCer 43:1(O3)|HexCer 18:1(O2/25:0;O)
HexCer 43:2;O2|HexCer 18:1;O2/25:1	HexCer 43:2(O2)|HexCer 18:1(O2/25:1)
HexCer 44:0;O4|HexCer 20:0;O3/24:0(2OH)	HexCer 44:0(O4)|HexCer 20:0(O3/24:0(2OH))
HexCer 44:2;O2|HexCer 18:1;O2/26:1	HexCer 44:2(O2)|HexCer 18:1(O2/26:1)
LDGTS 22:4	LDGTS 22:4
LPA 22:4	LPA 22:4
LPA 28:2	LPA 28:2
LPC 14:0/0:0	LPC 14:0/0:0
LPC 15:0/0:0	LPC 15:0/0:0
LPC 15:3	LPC 15:3
LPC 16:0	LPC 16:0
LPC 16:0/0:0	LPC 16:0/0:0
LPC 16:1/0:0	LPC 16:1/0:0
LPC 17:0/0:0	LPC 17:0/0:0
LPC 18:0	LPC 18:0
LPC 18:0/0:0	LPC 18:0/0:0
LPC 18:1	LPC 18:1
LPC 18:1/0:0	LPC 18:1/0:0
LPC 18:2/0:0	LPC 18:2/0:0
LPC 19:0/0:0	LPC 19:0/0:0
LPC 20:0/0:0	LPC 20:0/0:0
LPC 20:1/0:0	LPC 20:1/0:0
LPC 20:4	LPC 20:4
LPC 22:0/0:0	LPC 22:0/0:0
LPC 22:6	LPC 22:6
LPC 24:0/0:0	LPC 24:0/0:0
LPC 24:1/0:0	LPC 24:1/0:0
LPC 24:6	LPC 24:6
LPC 26:6	LPC 26:6
LPC 26:7	LPC 26:7
LPC 28:7	LPC 28:7
LPC O-16:1	LPCO 16:1
LPE 16:0	LPE 16:0
LPE 18:0	LPE 18:0
LPE 18:1	LPE 18:1
LPE 18:2	LPE 18:2
LPE 20:4	LPE 20:4
LPE 22:6	LPE 22:6
LPE 26:6	LPE 26:6
LPE O-16:1	LPEO 16:1
LPE O-17:1	LPEO 17:1
LPE O-18:1	LPEO 18:1
LPE O-18:2	LPEO 18:2
LPE O-18:3	LPEO 18:3
LPE O-20:4	LPEO 20:4
LPE-N (FA)36:2|LPE-N (FA 18:0)18:2	LPEN (FA)36:2(m)|LPE-N (FA 18:0)18:2(m2)
LPE-N (FA)38:4|LPE-N (FA 18:0)20:4	LPEN (FA)38:4(m)|LPE-N (FA 18:0)20:4(m2)
LPE-N (FA)40:6|LPE-N (FA 18:0)22:6	LPEN (FA)40:6(m)|LPE-N (FA 18:0)22:6(m2)
LPI 18:0	LPI 18:0
LPI 20:4	LPI 20:4
LPS 18:0	LPS 18:0
LPS 18:1	LPS 18:1
LPS 22:6	LPS 22:6
LPS 37:1	LPS 37:1
MG 15:0	MG 15:0
MG 16:0	MG 16:0
MG 18:0	MG 18:0
MG 19:0	MG 19:0
MG 32:8	MG 32:8
MGDG 41:3	MGDG 41:3
MGDG O-32:0|MGDG O-16:0_16:0	MGDGO 32:0(m)|MGDG O-16:0_16:0(m2)
NAE 14:1	NAE 14:1
NAE 15:0	NAE 15:0
NAE 16:0	NAE 16:0
NAE 16:2	NAE 16:2
NAE 17:0	NAE 17:0
NAE 18:0	NAE 18:0
NAE 18:1	NAE 18:1
NAE 18:2	NAE 18:2
NAE 19:0	NAE 19:0
NAE 20:0	NAE 20:0
NAE 20:1	NAE 20:1
NAE 20:2	NAE 20:2
NAE 21:0	NAE 21:0
NAE 22:0	NAE 22:0
NAE 22:6	NAE 22:6
NAE 23:0	NAE 23:0
NAE 23:1	NAE 23:1
NAE 24:6	NAE 24:6
NAE 25:0	NAE 25:0
NAE 26:0	NAE 26:0
NAE 26:6	NAE 26:6
NAE 27:0	NAE 27:0
NAGly 22:0;O	NAGly 22:0(O)
NAGly 24:0	NAGly 24:0
NAGly 24:2	NAGly 24:2
NAGly 26:2	NAGly 26:2
NAGlySer 27:2;O	NAGlySer 27:2(O)
NATau 16:0	NATau 16:0
PC 25:1	PC 25:1
PC 28:0	PC 28:0
PC 28:0|PC 14:0_14:0	PC 28:0(m)|PC 14:0_14:0(m2)
PC 29:0	PC 29:0
PC 30:0|PC 14:0_16:0	PC 30:0(m)|PC 14:0_16:0(m2)
PC 30:1|PC 14:0_16:1	PC 30:1(m)|PC 14:0_16:1(m2)
PC 30:2	PC 30:2
PC 31:0|PC 15:0_16:0	PC 31:0(m)|PC 15:0_16:0(m2)
PC 31:1	PC 31:1
PC 31:1|PC 15:0_16:1	PC 31:1(m)|PC 15:0_16:1(m2)
PC 31:2	PC 31:2
PC 32:0	PC 32:0
PC 32:0|PC 16:0_16:0	PC 32:0(m)|PC 16:0_16:0(m2)
PC 32:1	PC 32:1
PC 32:1|PC 16:0_16:1	PC 32:1(m)|PC 16:0_16:1(m2)
PC 32:2|PC 16:1_16:1	PC 32:2(m)|PC 16:1_16:1(m2)
PC 32:3|PC 14:0_18:3	PC 32:3(m)|PC 14:0_18:3(m2)
PC 32:3|PC 16:0_16:3	PC 32:3(m)|PC 16:0_16:3(m2)
PC 32:4	PC 32:4
PC 33:0|PC 16:0_17:0	PC 33:0(m)|PC 16:0_17:0(m2)
PC 33:1|PC 16:0_17:1	PC 33:1(m)|PC 16:0_17:1(m2)
PC 33:2|PC 15:0_18:2	PC 33:2(m)|PC 15:0_18:2(m2)
PC 33:3	PC 33:3
PC 33:3|PC 15:0_18:3	PC 33:3(m)|PC 15:0_18:3(m2)
PC 34:0	PC 34:0
PC 34:0|PC 16:0_18:0	PC 34:0(m)|PC 16:0_18:0(m2)
PC 34:1	PC 34:1
PC 34:1|PC 16:0_18:1	PC 34:1(m)|PC 16:0_18:1(m2)
PC 34:2	PC 34:2
PC 34:2|PC 16:0_18:2	PC 34:2(m)|PC 16:0_18:2(m2)
PC 34:3|PC 16:1_18:2	PC 34:3(m)|PC 16:1_18:2(m2)
PC 34:4|PC 14:0_20:4	PC 34:4(m)|PC 14:0_20:4(m2)
PC 34:4|PC 16:1_18:3	PC 34:4(m)|PC 16:1_18:3(m2)
PC 34:5	PC 34:5
PC 34:6	PC 34:6
PC 35:0	PC 35:0
PC 35:1|PC 17:0_18:1	PC 35:1(m)|PC 17:0_18:1(m2)
PC 35:2|PC 17:1_18:1	PC 35:2(m)|PC 17:1_18:1(m2)
PC 35:3|PC 17:1_18:2	PC 35:3(m)|PC 17:1_18:2(m2)
PC 35:4	PC 35:4
PC 35:4|PC 15:0_20:4	PC 35:4(m)|PC 15:0_20:4(m2)
PC 35:5	PC 35:5
PC 35:5|PC 15:1_20:4	PC 35:5(m)|PC 15:1_20:4(m2)
PC 36:1	PC 36:1
PC 36:1|PC 18:0_18:1	PC 36:1(m)|PC 18:0_18:1(m2)
PC 36:2	PC 36:2
PC 36:2|PC 18:0_18:2	PC 36:2(m)|PC 18:0_18:2(m2)
PC 36:2|PC 18:1_18:1	PC 36:2(m)|PC 18:1_18:1(m2)
PC 36:3	PC 36:3
PC 36:3|PC 16:0_20:3	PC 36:3(m)|PC 16:0_20:3(m2)
PC 36:3|PC 18:1_18:2	PC 36:3(m)|PC 18:1_18:2(m2)
PC 36:4	PC 36:4
PC 36:4|PC 16:0_20:4	PC 36:4(m)|PC 16:0_20:4(m2)
PC 36:4|PC 18:2_18:2	PC 36:4(m)|PC 18:2_18:2(m2)
PC 36:5	PC 36:5
PC 36:5|PC 16:0_20:5	PC 36:5(m)|PC 16:0_20:5(m2)
PC 36:5|PC 16:1_20:4	PC 36:5(m)|PC 16:1_20:4(m2)
PC 36:6	PC 36:6
PC 36:6|PC 14:0_22:6	PC 36:6(m)|PC 14:0_22:6(m2)
PC 36:6|PC 18:3_18:3	PC 36:6(m)|PC 18:3_18:3(m2)
PC 36:7	PC 36:7
PC 37:1	PC 37:1
PC 37:2	PC 37:2
PC 37:2|PC 19:0_18:2	PC 37:2(m)|PC 19:0_18:2(m2)
PC 37:3	PC 37:3
PC 37:3|PC 17:0_20:3	PC 37:3(m)|PC 17:0_20:3(m2)
PC 37:4|PC 17:0_20:4	PC 37:4(m)|PC 17:0_20:4(m2)
PC 37:5|PC 15:0_22:5	PC 37:5(m)|PC 15:0_22:5(m2)
PC 37:6|PC 15:0_22:6	PC 37:6(m)|PC 15:0_22:6(m2)
PC 37:6|PC 15:1_22:5	PC 37:6(m)|PC 15:1_22:5(m2)
PC 37:7	PC 37:7
PC 37:7|PC 15:1_22:6	PC 37:7(m)|PC 15:1_22:6(m2)
PC 38:1	PC 38:1
PC 38:1|PC 20:0_18:1	PC 38:1(m)|PC 20:0_18:1(m2)
PC 38:2|PC 18:0_20:2	PC 38:2(m)|PC 18:0_20:2(m2)
PC 38:2|PC 18:1_20:1	PC 38:2(m)|PC 18:1_20:1(m2)
PC 38:3|PC 18:0_20:3	PC 38:3(m)|PC 18:0_20:3(m2)
PC 38:4	PC 38:4
PC 38:4|PC 16:0_22:4	PC 38:4(m)|PC 16:0_22:4(m2)
PC 38:4|PC 18:0_20:4	PC 38:4(m)|PC 18:0_20:4(m2)
PC 38:5|PC 16:0_22:5	PC 38:5(m)|PC 16:0_22:5(m2)
PC 38:6	PC 38:6
PC 38:6|PC 16:0_22:6	PC 38:6(m)|PC 16:0_22:6(m2)
PC 38:6|PC 18:2_20:4	PC 38:6(m)|PC 18:2_20:4(m2)
PC 38:7	PC 38:7
PC 38:7|PC 16:1_22:6	PC 38:7(m)|PC 16:1_22:6(m2)
PC 38:8	PC 38:8
PC 38:8|PC 16:2_22:6	PC 38:8(m)|PC 16:2_22:6(m2)
PC 38:9	PC 38:9
PC 39:4|PC 17:0_22:4	PC 39:4(m)|PC 17:0_22:4(m2)
PC 39:4|PC 19:0_20:4	PC 39:4(m)|PC 19:0_20:4(m2)
PC 39:5|PC 17:0_22:5	PC 39:5(m)|PC 17:0_22:5(m2)
PC 39:6	PC 39:6
PC 39:6|PC 17:0_22:6	PC 39:6(m)|PC 17:0_22:6(m2)
PC 39:6|PC 17:1_22:5	PC 39:6(m)|PC 17:1_22:5(m2)
PC 39:7|PC 17:1_22:6	PC 39:7(m)|PC 17:1_22:6(m2)
PC 39:8|PC 17:2_22:6	PC 39:8(m)|PC 17:2_22:6(m2)
PC 39:9|PC 17:3_22:6	PC 39:9(m)|PC 17:3_22:6(m2)
PC 40:0	PC 40:0
PC 40:1	PC 40:1
PC 40:10|PC 20:5_20:5	PC 40:10(m)|PC 20:5_20:5(m2)
PC 40:1|PC 22:0_18:1	PC 40:1(m)|PC 22:0_18:1(m2)
PC 40:2|PC 18:1_22:1	PC 40:2(m)|PC 18:1_22:1(m2)
PC 40:2|PC 22:0_18:2	PC 40:2(m)|PC 22:0_18:2(m2)
PC 40:3	PC 40:3
PC 40:4|PC 18:0_22:4	PC 40:4(m)|PC 18:0_22:4(m2)
PC 40:5|PC 18:0_22:5	PC 40:5(m)|PC 18:0_22:5(m2)
PC 40:6	PC 40:6
PC 40:6|PC 18:0_22:6	PC 40:6(m)|PC 18:0_22:6(m2)
PC 40:6|PC 18:1_22:5	PC 40:6(m)|PC 18:1_22:5(m2)
PC 40:7|PC 18:1_22:6	PC 40:7(m)|PC 18:1_22:6(m2)
PC 40:7|PC 18:2_22:5	PC 40:7(m)|PC 18:2_22:5(m2)
PC 40:8	PC 40:8
PC 40:8|PC 18:2_22:6	PC 40:8(m)|PC 18:2_22:6(m2)
PC 40:9	PC 40:9
PC 40:9|PC 18:3_22:6	PC 40:9(m)|PC 18:3_22:6(m2)
PC 41:1|PC 23:0_18:1	PC 41:1(m)|PC 23:0_18:1(m2)
PC 41:5	PC 41:5
PC 41:6|PC 19:0_22:6	PC 41:6(m)|PC 19:0_22:6(m2)
PC 41:7|PC 19:1_22:6	PC 41:7(m)|PC 19:1_22:6(m2)
PC 42:1	PC 42:1
PC 42:10	PC 42:10
PC 42:10|PC 20:4_22:6	PC 42:10(m)|PC 20:4_22:6(m2)
PC 42:11	PC 42:11
PC 42:11|PC 20:5_22:6	PC 42:11(m)|PC 20:5_22:6(m2)
PC 42:1|PC 24:0_18:1	PC 42:1(m)|PC 24:0_18:1(m2)
PC 42:2|PC 18:1_24:1	PC 42:2(m)|PC 18:1_24:1(m2)
PC 42:2|PC 24:0_18:2	PC 42:2(m)|PC 24:0_18:2(m2)
PC 42:3|PC 25:0_17:3	PC 42:3(m)|PC 25:0_17:3(m2)
PC 42:4|PC 16:0_26:4	PC 42:4(m)|PC 16:0_26:4(m2)
PC 42:5|PC 16:0_26:5	PC 42:5(m)|PC 16:0_26:5(m2)
PC 42:6|PC 16:1_26:5	PC 42:6(m)|PC 16:1_26:5(m2)
PC 42:6|PC 18:0_24:6	PC 42:6(m)|PC 18:0_24:6(m2)
PC 42:6|PC 20:0_22:6	PC 42:6(m)|PC 20:0_22:6(m2)
PC 42:7|PC 18:1_24:6	PC 42:7(m)|PC 18:1_24:6(m2)
PC 42:7|PC 20:1_22:6	PC 42:7(m)|PC 20:1_22:6(m2)
PC 42:8	PC 42:8
PC 42:8|PC 20:2_22:6	PC 42:8(m)|PC 20:2_22:6(m2)
PC 42:9|PC 20:3_22:6	PC 42:9(m)|PC 20:3_22:6(m2)
PC 42:9|PC 20:4_22:5	PC 42:9(m)|PC 20:4_22:5(m2)
PC 43:1|PC 25:0_18:1	PC 43:1(m)|PC 25:0_18:1(m2)
PC 44:10|PC 22:4_22:6	PC 44:10(m)|PC 22:4_22:6(m2)
PC 44:11|PC 22:5_22:6	PC 44:11(m)|PC 22:5_22:6(m2)
PC 44:12	PC 44:12
PC 44:12|PC 22:6_22:6	PC 44:12(m)|PC 22:6_22:6(m2)
PC 44:1|PC 26:0_18:1	PC 44:1(m)|PC 26:0_18:1(m2)
PC 44:2|PC 18:1_26:1	PC 44:2(m)|PC 18:1_26:1(m2)
PC 44:4|PC 24:0_20:4	PC 44:4(m)|PC 24:0_20:4(m2)
PC 44:5|PC 18:0_26:5	PC 44:5(m)|PC 18:0_26:5(m2)
PC 46:12|PC 22:6_24:6	PC 46:12(m)|PC 22:6_24:6(m2)
PC O-30:1|PC O-16:1_14:0	PCO 30:1(m)|PC O-16:1_14:0(m2)
PC O-30:7	PCO 30:7
PC O-30:8	PCO 30:8
PC O-31:0	PCO 31:0
PC O-32:0|PC O-16:0_16:0	PCO 32:0(m)|PC O-16:0_16:0(m2)
PC O-32:1|PC O-16:1_16:0	PCO 32:1(m)|PC O-16:1_16:0(m2)
PC O-32:1|PC O-18:1_14:0	PCO 32:1(m)|PC O-18:1_14:0(m2)
PC O-32:2	PCO 32:2
PC O-33:0	PCO 33:0
PC O-33:3	PCO 33:3
PC O-33:6	PCO 33:6
PC O-34:0|PC O-18:0_16:0	PCO 34:0(m)|PC O-18:0_16:0(m2)
PC O-34:1	PCO 34:1
PC O-34:1|PC O-18:1_16:0	PCO 34:1(m)|PC O-18:1_16:0(m2)
PC O-34:2	PCO 34:2
PC O-34:2|PC O-16:0_18:2	PCO 34:2(m)|PC O-16:0_18:2(m2)
PC O-34:2|PC O-16:2_18:0	PCO 34:2(m)|PC O-16:2_18:0(m2)
PC O-34:3|PC O-16:1_18:2	PCO 34:3(m)|PC O-16:1_18:2(m2)
PC O-34:9	PCO 34:9
PC O-35:2	PCO 35:2
PC O-35:3|PC O-19:3_16:0	PCO 35:3(m)|PC O-19:3_16:0(m2)
PC O-35:6	PCO 35:6
PC O-35:7	PCO 35:7
PC O-36:10	PCO 36:10
PC O-36:1|PC O-18:0_18:1	PCO 36:1(m)|PC O-18:0_18:1(m2)
PC O-36:2	PCO 36:2
PC O-36:2|PC O-18:1_18:1	PCO 36:2(m)|PC O-18:1_18:1(m2)
PC O-36:3|PC O-18:3_18:0	PCO 36:3(m)|PC O-18:3_18:0(m2)
PC O-36:4|PC O-16:0_20:4	PCO 36:4(m)|PC O-16:0_20:4(m2)
PC O-36:5|PC O-16:1_20:4	PCO 36:5(m)|PC O-16:1_20:4(m2)
PC O-36:7	PCO 36:7
PC O-37:0|PC O-28:0_9:0	PCO 37:0(m)|PC O-28:0_9:0(m2)
PC O-37:1	PCO 37:1
PC O-37:10	PCO 37:10
PC O-37:2|PC O-18:2_19:0	PCO 37:2(m)|PC O-18:2_19:0(m2)
PC O-37:5	PCO 37:5
PC O-37:8	PCO 37:8
PC O-38:1	PCO 38:1
PC O-38:5|PC O-16:0_22:5	PCO 38:5(m)|PC O-16:0_22:5(m2)
PC O-38:6	PCO 38:6
PC O-38:6|PC O-16:0_22:6	PCO 38:6(m)|PC O-16:0_22:6(m2)
PC O-38:6|PC O-16:1_22:5	PCO 38:6(m)|PC O-16:1_22:5(m2)
PC O-38:7	PCO 38:7
PC O-38:7|PC O-16:1_22:6	PCO 38:7(m)|PC O-16:1_22:6(m2)
PC O-38:7|PC O-16:2_22:5	PCO 38:7(m)|PC O-16:2_22:5(m2)
PC O-38:7|PC O-18:3_20:4	PCO 38:7(m)|PC O-18:3_20:4(m2)
PC O-39:1	PCO 39:1
PC O-39:10	PCO 39:10
PC O-39:5	PCO 39:5
PC O-39:7|PC O-17:1_22:6	PCO 39:7(m)|PC O-17:1_22:6(m2)
PC O-40:10	PCO 40:10
PC O-40:5|PC O-18:0_22:5	PCO 40:5(m)|PC O-18:0_22:5(m2)
PC O-40:6|PC O-18:1_22:5	PCO 40:6(m)|PC O-18:1_22:5(m2)
PC O-40:7|PC O-18:1_22:6	PCO 40:7(m)|PC O-18:1_22:6(m2)
PC O-40:8	PCO 40:8
PC O-40:8|PC O-18:2_22:6	PCO 40:8(m)|PC O-18:2_22:6(m2)
PC O-40:9	PCO 40:9
PC O-40:9|PC O-18:3_22:6	PCO 40:9(m)|PC O-18:3_22:6(m2)
PC O-41:11	PCO 41:11
PC O-41:2	PCO 41:2
PC O-41:3|PC O-26:1_15:2	PCO 41:3(m)|PC O-26:1_15:2(m2)
PC O-41:4|PC O-19:0_22:4	PCO 41:4(m)|PC O-19:0_22:4(m2)
PC O-42:11	PCO 42:11
PC O-42:7	PCO 42:7
PC O-42:7|PC O-16:2_26:5	PCO 42:7(m)|PC O-16:2_26:5(m2)
PC O-42:8|PC O-18:2_24:6	PCO 42:8(m)|PC O-18:2_24:6(m2)
PC O-42:8|PC O-18:3_24:5	PCO 42:8(m)|PC O-18:3_24:5(m2)
PC O-42:9|PC O-18:4_24:5	PCO 42:9(m)|PC O-18:4_24:5(m2)
PC O-43:1|PC O-25:0_18:1	PCO 43:1(m)|PC O-25:0_18:1(m2)
PC O-43:5|PC O-19:0_24:5	PCO 43:5(m)|PC O-19:0_24:5(m2)
PC O-43:7|PC O-21:2_22:5	PCO 43:7(m)|PC O-21:2_22:5(m2)
PC O-44:11	PCO 44:11
PC O-44:12	PCO 44:12
PC O-44:1|PC O-26:0_18:1	PCO 44:1(m)|PC O-26:0_18:1(m2)
PC O-45:1	PCO 45:1
PC O-45:2	PCO 45:2
PC O-46:6	PCO 46:6
PE 19:1	PE 19:1
PE 21:2	PE 21:2
PE 21:3	PE 21:3
PE 21:4	PE 21:4
PE 32:0|PE 16:0_16:0	PE 32:0(m)|PE 16:0_16:0(m2)
PE 32:1|PE 16:0_16:1	PE 32:1(m)|PE 16:0_16:1(m2)
PE 34:0|PE 16:0_18:0	PE 34:0(m)|PE 16:0_18:0(m2)
PE 34:1|PE 16:0_18:1	PE 34:1(m)|PE 16:0_18:1(m2)
PE 34:2|PE 16:0_18:2	PE 34:2(m)|PE 16:0_18:2(m2)
PE 34:3;O3|PE 16:0_18:3;O3	PE 34:3(O3)|PE 16:0_18:3(O3)
PE 34:3|PE 16:1_18:2	PE 34:3(m)|PE 16:1_18:2(m2)
PE 35:1|PE 17:0_18:1	PE 35:1(m)|PE 17:0_18:1(m2)
PE 36:0;O3|PE 18:0_18:0;O3	PE 36:0(O3)|PE 18:0_18:0(O3)
PE 36:0|PE 18:0_18:0	PE 36:0(m)|PE 18:0_18:0(m2)
PE 36:1|PE 18:0_18:1	PE 36:1(m)|PE 18:0_18:1(m2)
PE 36:2;O2|PE 18:2_18:0;O2	PE 36:2(O2)|PE 18:2_18:0(O2)
PE 36:2|PE 18:0_18:2	PE 36:2(m)|PE 18:0_18:2(m2)
PE 36:2|PE 18:1_18:1	PE 36:2(m)|PE 18:1_18:1(m2)
PE 36:3|PE 18:1_18:2	PE 36:3(m)|PE 18:1_18:2(m2)
PE 36:4;O3|PE 18:3_18:1;O3	PE 36:4(O3)|PE 18:3_18:1(O3)
PE 36:4|PE 16:0_20:4	PE 36:4(m)|PE 16:0_20:4(m2)
PE 36:4|PE 18:2_18:2	PE 36:4(m)|PE 18:2_18:2(m2)
PE 36:5	PE 36:5
PE 36:5|PE 16:1_20:4	PE 36:5(m)|PE 16:1_20:4(m2)
PE 36:6	PE 36:6
PE 36:6|PE 14:0_22:6	PE 36:6(m)|PE 14:0_22:6(m2)
PE 37:1|PE 19:0_18:1	PE 37:1(m)|PE 19:0_18:1(m2)
PE 37:2|PE 19:0_18:2	PE 37:2(m)|PE 19:0_18:2(m2)
PE 37:4|PE 17:0_20:4	PE 37:4(m)|PE 17:0_20:4(m2)
PE 37:6	PE 37:6
PE 38:1|PE 18:0_20:1	PE 38:1(m)|PE 18:0_20:1(m2)
PE 38:2|PE 18:0_20:2	PE 38:2(m)|PE 18:0_20:2(m2)
PE 38:3|PE 18:0_20:3	PE 38:3(m)|PE 18:0_20:3(m2)
PE 38:4;O2|PE 20:4_18:0;O2	PE 38:4(O2)|PE 20:4_18:0(O2)
PE 38:4;O3|PE 20:3_18:1;O3	PE 38:4(O3)|PE 20:3_18:1(O3)
PE 38:4;O4|PE 20:3_18:1;O4	PE 38:4(O4)|PE 20:3_18:1(O4)
PE 38:4|PE 16:0_22:4	PE 38:4(m)|PE 16:0_22:4(m2)
PE 38:4|PE 18:0_20:4	PE 38:4(m)|PE 18:0_20:4(m2)
PE 38:5	PE 38:5
PE 38:5;O2|PE 18:2_20:3;O2	PE 38:5(O2)|PE 18:2_20:3(O2)
PE 38:5|PE 16:0_22:5	PE 38:5(m)|PE 16:0_22:5(m2)
PE 38:5|PE 18:1_20:4	PE 38:5(m)|PE 18:1_20:4(m2)
PE 38:6;O2|PE 16:0_22:6;O2	PE 38:6(O2)|PE 16:0_22:6(O2)
PE 38:6|PE 16:0_22:6	PE 38:6(m)|PE 16:0_22:6(m2)
PE 38:6|PE 18:2_20:4	PE 38:6(m)|PE 18:2_20:4(m2)
PE 38:7|PE 16:1_22:6	PE 38:7(m)|PE 16:1_22:6(m2)
PE 38:7|PE 18:3_20:4	PE 38:7(m)|PE 18:3_20:4(m2)
PE 38:8	PE 38:8
PE 39:4	PE 39:4
PE 39:4;O|PE 22:3_17:1;O	PE 39:4(O)|PE 22:3_17:1(O)
PE 39:5;O|PE 22:4_17:1;O	PE 39:5(O)|PE 22:4_17:1(O)
PE 39:6	PE 39:6
PE 39:7|PE 17:1_22:6	PE 39:7(m)|PE 17:1_22:6(m2)
PE 40:10	PE 40:10
PE 40:10|PE 18:4_22:6	PE 40:10(m)|PE 18:4_22:6(m2)
PE 40:1|PE 22:0_18:1	PE 40:1(m)|PE 22:0_18:1(m2)
PE 40:2|PE 18:1_22:1	PE 40:2(m)|PE 18:1_22:1(m2)
PE 40:4|PE 18:0_22:4	PE 40:4(m)|PE 18:0_22:4(m2)
PE 40:5	PE 40:5
PE 40:5;O2|PE 18:2_22:3;O2	PE 40:5(O2)|PE 18:2_22:3(O2)
PE 40:5;O3|PE 22:5_18:0;O3	PE 40:5(O3)|PE 22:5_18:0(O3)
PE 40:5|PE 18:0_22:5	PE 40:5(m)|PE 18:0_22:5(m2)
PE 40:6	PE 40:6
PE 40:6;O2|PE 18:0_22:6;O2	PE 40:6(O2)|PE 18:0_22:6(O2)
PE 40:6;O4|PE 22:6_18:0;O4	PE 40:6(O4)|PE 22:6_18:0(O4)
PE 40:6|PE 18:0_22:6	PE 40:6(m)|PE 18:0_22:6(m2)
PE 40:6|PE 18:1_22:5	PE 40:6(m)|PE 18:1_22:5(m2)
PE 40:7;O4|PE 22:6_18:1;O4	PE 40:7(O4)|PE 22:6_18:1(O4)
PE 40:7|PE 18:1_22:6	PE 40:7(m)|PE 18:1_22:6(m2)
PE 40:7|PE 18:2_22:5	PE 40:7(m)|PE 18:2_22:5(m2)
PE 40:8	PE 40:8
PE 40:8|PE 18:2_22:6	PE 40:8(m)|PE 18:2_22:6(m2)
PE 40:9	PE 40:9
PE 41:0;O2|PE 24:0_17:0;O2	PE 41:0(O2)|PE 24:0_17:0(O2)
PE 41:1|PE 23:0_18:1	PE 41:1(m)|PE 23:0_18:1(m2)
PE 41:5	PE 41:5
PE 41:6	PE 41:6
PE 41:6|PE 19:0_22:6	PE 41:6(m)|PE 19:0_22:6(m2)
PE 42:10	PE 42:10
PE 42:10|PE 20:4_22:6	PE 42:10(m)|PE 20:4_22:6(m2)
PE 42:11	PE 42:11
PE 42:1|PE 24:0_18:1	PE 42:1(m)|PE 24:0_18:1(m2)
PE 42:2|PE 18:1_24:1	PE 42:2(m)|PE 18:1_24:1(m2)
PE 42:3|PE 18:1_24:2	PE 42:3(m)|PE 18:1_24:2(m2)
PE 42:4|PE 18:0_24:4	PE 42:4(m)|PE 18:0_24:4(m2)
PE 42:5|PE 20:0_22:5	PE 42:5(m)|PE 20:0_22:5(m2)
PE 42:5|PE 22:1_20:4	PE 42:5(m)|PE 22:1_20:4(m2)
PE 42:6|PE 20:0_22:6	PE 42:6(m)|PE 20:0_22:6(m2)
PE 42:6|PE 20:1_22:5	PE 42:6(m)|PE 20:1_22:5(m2)
PE 42:7;O2|PE 20:4_22:3;O2	PE 42:7(O2)|PE 20:4_22:3(O2)
PE 42:7|PE 20:1_22:6	PE 42:7(m)|PE 20:1_22:6(m2)
PE 42:8|PE 20:2_22:6	PE 42:8(m)|PE 20:2_22:6(m2)
PE 42:8|PE 20:3_22:5	PE 42:8(m)|PE 20:3_22:5(m2)
PE 42:9|PE 20:3_22:6	PE 42:9(m)|PE 20:3_22:6(m2)
PE 43:1|PE 25:0_18:1	PE 43:1(m)|PE 25:0_18:1(m2)
PE 44:10	PE 44:10
PE 44:10;O2|PE 22:6_22:4;O2	PE 44:10(O2)|PE 22:6_22:4(O2)
PE 44:10|PE 22:5_22:5	PE 44:10(m)|PE 22:5_22:5(m2)
PE 44:11	PE 44:11
PE 44:11|PE 22:5_22:6	PE 44:11(m)|PE 22:5_22:6(m2)
PE 44:12|PE 22:6_22:6	PE 44:12(m)|PE 22:6_22:6(m2)
PE 44:1|PE 26:0_18:1	PE 44:1(m)|PE 26:0_18:1(m2)
PE 44:5|PE 24:1_20:4	PE 44:5(m)|PE 24:1_20:4(m2)
PE 44:6|PE 22:1_22:5	PE 44:6(m)|PE 22:1_22:5(m2)
PE 44:7	PE 44:7
PE 44:7|PE 22:1_22:6	PE 44:7(m)|PE 22:1_22:6(m2)
PE 44:9	PE 44:9
PE 46:12|PE 22:6_24:6	PE 46:12(m)|PE 22:6_24:6(m2)
PE O-32:1|PE O-16:1_16:0	PEO 32:1(m)|PE O-16:1_16:0(m2)
PE O-34:1|PE O-18:1_16:0	PEO 34:1(m)|PE O-18:1_16:0(m2)
PE O-34:2|PE O-16:1_18:1	PEO 34:2(m)|PE O-16:1_18:1(m2)
